#
#
#   Plasma Parameters
#    electron and ion temp [keV]:   0.2000D+00   0.2000D+00
#    number density nb   [cm^-3]:   0.1000D+25   0.1000D+25
#    mass array mb         [amu]:   0.5486D-03   0.1007D+01
#    mass array mb         [keV]:   0.5110D+03   0.9383D+06
#    charge array zb            :  -0.1000D+01   0.1000D+01
#
#
#   Projectile Parameters
#    charge      :   0.1000D+01
#    mass   [amu]:   0.1007D+01
#    mass   [keV]:   0.9383D+06
#    energy [keV]:   0.1200D+05
#  ne[cm^-3]    Te[keV]    Ti[keV]        ge       gi          etae         ze/2**1.5
#  0.1000D+25  0.2000D+00  0.2000D+00  0.6849D-01  0.6849D-01  0.3689D+00  0.2070D-01
# ab  =  0.3268E+02  0.6000E+05
# etab=  0.4561E-01  0.4561E-01
#    j    E_p [keV]       dedx_tot [MeV/mu-m]   dedx_i                dedx_e
   252   0.43200000E+03   0.7044137729364E-01   0.2729764293893E-03   0.7016840086425E-01
   253   0.43371429E+03   0.7050357957209E-01   0.2719644668923E-03   0.7023161510520E-01
   254   0.43542857E+03   0.7056429633561E-01   0.2709602285167E-03   0.7029333610709E-01
   255   0.43714286E+03   0.7062353577456E-01   0.2699635337694E-03   0.7035357224079E-01
   256   0.43885714E+03   0.7068131920908E-01   0.2689743432588E-03   0.7041234486582E-01
   257   0.44057143E+03   0.7073766888671E-01   0.2679926439076E-03   0.7046967624280E-01
   258   0.44228571E+03   0.7079260609886E-01   0.2670182048984E-03   0.7052558789396E-01
   259   0.44400000E+03   0.7084615446322E-01   0.2660510119101E-03   0.7058010345131E-01
   260   0.44571429E+03   0.7089833541598E-01   0.2650910411001E-03   0.7063324437488E-01
   261   0.44742857E+03   0.7094917181282E-01   0.2641381605849E-03   0.7068503365224E-01
   262   0.44914286E+03   0.7099868662920E-01   0.2631922444642E-03   0.7073549438474E-01
   263   0.45085714E+03   0.7104690199860E-01   0.2622532623917E-03   0.7078464873621E-01
   264   0.45257143E+03   0.7109384130292E-01   0.2613212107454E-03   0.7083252009217E-01
   265   0.45428571E+03   0.7113951441107E-01   0.2603958653251E-03   0.7087911854574E-01
   266   0.45600000E+03   0.7118396995208E-01   0.2594772273382E-03   0.7092449272474E-01
   267   0.45771429E+03   0.7122721814484E-01   0.2585652234257E-03   0.7096865292141E-01
   268   0.45942857E+03   0.7126928186658E-01   0.2576598253215E-03   0.7101162204126E-01
   269   0.46114286E+03   0.7131018385723E-01   0.2567609174014E-03   0.7105342293982E-01
   270   0.46285714E+03   0.7134994680428E-01   0.2558683832179E-03   0.7109407842106E-01
   271   0.46457143E+03   0.7138859379550E-01   0.2549822002920E-03   0.7113361159521E-01
   272   0.46628571E+03   0.7142614714950E-01   0.2541023004276E-03   0.7117204484907E-01
   273   0.46800000E+03   0.7146262938714E-01   0.2532286862756E-03   0.7120940070087E-01
   274   0.46971429E+03   0.7149806330552E-01   0.2523611495172E-03   0.7124570215600E-01
   275   0.47142857E+03   0.7153247053528E-01   0.2514996971051E-03   0.7128097083818E-01
   276   0.47314286E+03   0.7156587352589E-01   0.2506443084333E-03   0.7131522921745E-01
   277   0.47485714E+03   0.7159829442159E-01   0.2497948310136E-03   0.7134849959058E-01
   278   0.47657143E+03   0.7162975470604E-01   0.2489512910477E-03   0.7138080341499E-01
   279   0.47828571E+03   0.7166027534541E-01   0.2481135383683E-03   0.7141216180704E-01
   280   0.48000000E+03   0.7168987867883E-01   0.2472815571129E-03   0.7144259712171E-01
   281   0.48171429E+03   0.7171858558326E-01   0.2464553572905E-03   0.7147213022597E-01
   282   0.48342857E+03   0.7174641663139E-01   0.2456347374581E-03   0.7150078189393E-01
   283   0.48514286E+03   0.7177339236684E-01   0.2448197116049E-03   0.7152857265524E-01
   284   0.48685714E+03   0.7179953326185E-01   0.2440102624261E-03   0.7155552299942E-01
   285   0.48857143E+03   0.7182485990666E-01   0.2432062512348E-03   0.7158165365543E-01
   286   0.49028571E+03   0.7184939191688E-01   0.2424077077087E-03   0.7160698420917E-01
   287   0.49200000E+03   0.7187314863045E-01   0.2416144873966E-03   0.7163153414306E-01
   288   0.49371429E+03   0.7189612796444E-01   0.2408265811886E-03   0.7165530138325E-01
   289   0.49542857E+03   0.7191839182265E-01   0.2400439353563E-03   0.7167834788730E-01
   290   0.49714286E+03   0.7193993806748E-01   0.2392665656463E-03   0.7170067150183E-01
   291   0.49885714E+03   0.7196078811849E-01   0.2384942801212E-03   0.7172229383837E-01
   292   0.50057143E+03   0.7198095306249E-01   0.2377270981573E-03   0.7174322596433E-01
   293   0.50228571E+03   0.7200045412507E-01   0.2369649688542E-03   0.7176348915622E-01
   294   0.50400000E+03   0.7201930915234E-01   0.2362078841238E-03   0.7178310126822E-01
   295   0.50571429E+03   0.7203753517495E-01   0.2354557088401E-03   0.7180207946611E-01
   296   0.50742857E+03   0.7205514939912E-01   0.2347084797086E-03   0.7182044091942E-01
   297   0.50914286E+03   0.7207216774604E-01   0.2339660629214E-03   0.7183820168312E-01
   298   0.51085714E+03   0.7208860693969E-01   0.2332284543177E-03   0.7185537848537E-01
   299   0.51257143E+03   0.7210448246260E-01   0.2324956753064E-03   0.7187198678729E-01
   300   0.51428571E+03   0.7211980986674E-01   0.2317675406142E-03   0.7188804232613E-01
   301   0.51600000E+03   0.7213460437737E-01   0.2310440712596E-03   0.7190356030611E-01
   302   0.51771429E+03   0.7214888141311E-01   0.2303252294946E-03   0.7191855618361E-01
   303   0.51942857E+03   0.7216265524154E-01   0.2296110091697E-03   0.7193304423237E-01
   304   0.52114286E+03   0.7217593994197E-01   0.2289012806801E-03   0.7194703866129E-01
   305   0.52285714E+03   0.7218874955558E-01   0.2281960862876E-03   0.7196055346929E-01
   306   0.52457143E+03   0.7220109749776E-01   0.2274952972835E-03   0.7197360220047E-01
   307   0.52628571E+03   0.7221299704594E-01   0.2267989148701E-03   0.7198619813107E-01
   308   0.52800000E+03   0.7222446116102E-01   0.2261068972233E-03   0.7199835426379E-01
   309   0.52971429E+03   0.7223550226078E-01   0.2254192699683E-03   0.7201008299081E-01
   310   0.53142857E+03   0.7224613307507E-01   0.2247358565316E-03   0.7202139721853E-01
   311   0.53314286E+03   0.7225635100091E-01   0.2240566855944E-03   0.7203229431531E-01
   312   0.53485714E+03   0.7226619556894E-01   0.2233817174025E-03   0.7204281385154E-01
   313   0.53657143E+03   0.7227566487094E-01   0.2227109541737E-03   0.7205295391677E-01
   314   0.53828571E+03   0.7228476859656E-01   0.2220442729908E-03   0.7206272432357E-01
   315   0.54000000E+03   0.7229351851334E-01   0.2213817199911E-03   0.7207213679335E-01
   316   0.54171429E+03   0.7230192455794E-01   0.2207231727420E-03   0.7208120138520E-01
   317   0.54342857E+03   0.7230999675063E-01   0.2200686368452E-03   0.7208992811379E-01
   318   0.54514286E+03   0.7231774488526E-01   0.2194180754169E-03   0.7209832680984E-01
   319   0.54685714E+03   0.7232517840283E-01   0.2187715184274E-03   0.7210640688441E-01
   320   0.54857143E+03   0.7233230630853E-01   0.2181287952036E-03   0.7211417751332E-01
   321   0.55028571E+03   0.7233913757542E-01   0.2174899385402E-03   0.7212164763688E-01
   322   0.55200000E+03   0.7234568086204E-01   0.2168549133233E-03   0.7212882594872E-01
   323   0.55371429E+03   0.7235194409216E-01   0.2162236848647E-03   0.7213572040730E-01
   324   0.55542857E+03   0.7235793565656E-01   0.2155962591157E-03   0.7214233939745E-01
   325   0.55714286E+03   0.7236364927189E-01   0.2149725206531E-03   0.7214867675124E-01
   326   0.55885714E+03   0.7236912016487E-01   0.2143525179823E-03   0.7215476764689E-01
   327   0.56057143E+03   0.7237434126815E-01   0.2137361357772E-03   0.7216060513237E-01
   328   0.56228571E+03   0.7237932011636E-01   0.2131233831196E-03   0.7216619673324E-01
   329   0.56400000E+03   0.7238406297571E-01   0.2125142277446E-03   0.7217154874797E-01
   330   0.56571429E+03   0.7238857649115E-01   0.2119087027341E-03   0.7217666778841E-01
   331   0.56742857E+03   0.7239286655451E-01   0.2113066448707E-03   0.7218155990964E-01
   332   0.56914286E+03   0.7239693951313E-01   0.2107080841778E-03   0.7218623142895E-01
   333   0.57085714E+03   0.7240080073464E-01   0.2101130011165E-03   0.7219068773353E-01
   334   0.57257143E+03   0.7240445578406E-01   0.2095213596945E-03   0.7219493442436E-01
   335   0.57428571E+03   0.7240791000644E-01   0.2089331694722E-03   0.7219897683697E-01
   336   0.57600000E+03   0.7241116844665E-01   0.2083483204540E-03   0.7220282012620E-01
   337   0.57771429E+03   0.7241423596671E-01   0.2077668640779E-03   0.7220646910263E-01
   338   0.57942857E+03   0.7241711659555E-01   0.2071886900946E-03   0.7220992790546E-01
   339   0.58114286E+03   0.7241981558081E-01   0.2066138110114E-03   0.7221320176980E-01
   340   0.58285714E+03   0.7242233681678E-01   0.2060421984795E-03   0.7221629461830E-01
   341   0.58457143E+03   0.7242468356677E-01   0.2054738244758E-03   0.7221920974229E-01
   342   0.58628571E+03   0.7242686100967E-01   0.2049087241100E-03   0.7222195228556E-01
   343   0.58800000E+03   0.7242887151001E-01   0.2043467427042E-03   0.7222452476730E-01
   344   0.58971429E+03   0.7243071948313E-01   0.2037879177111E-03   0.7222693156542E-01
   345   0.59142857E+03   0.7243240772145E-01   0.2032322223641E-03   0.7222917549909E-01
   346   0.59314286E+03   0.7243393925157E-01   0.2026796697969E-03   0.7223125958177E-01
   347   0.59485714E+03   0.7243531737840E-01   0.2021301536133E-03   0.7223318722478E-01
   348   0.59657143E+03   0.7243654459377E-01   0.2015836886065E-03   0.7223496090517E-01
   349   0.59828571E+03   0.7243762366913E-01   0.2010402883292E-03   0.7223658338080E-01
   350   0.60000000E+03   0.7243853509858E-01   0.2004998482059E-03   0.7223803525037E-01
   351   0.60171429E+03   0.7243932499459E-01   0.1999623834036E-03   0.7223936261119E-01
   352   0.60342857E+03   0.7243997416917E-01   0.1994278691903E-03   0.7224054629998E-01
   353   0.60514286E+03   0.7244048438959E-01   0.1988962811084E-03   0.7224158810848E-01
   354   0.60685714E+03   0.7244085728608E-01   0.1983676567075E-03   0.7224248962937E-01
   355   0.60857143E+03   0.7244109479324E-01   0.1978418470095E-03   0.7224325294623E-01
   356   0.61028571E+03   0.7244119881484E-01   0.1973188917215E-03   0.7224387992312E-01
   357   0.61200000E+03   0.7244117053240E-01   0.1967987674467E-03   0.7224437176495E-01
   358   0.61371429E+03   0.7244101198387E-01   0.1962814901825E-03   0.7224473049369E-01
   359   0.61542857E+03   0.7244072435223E-01   0.1957669577724E-03   0.7224495739446E-01
   360   0.61714286E+03   0.7244030864992E-01   0.1952551877332E-03   0.7224505346218E-01
   361   0.61885714E+03   0.7243976597262E-01   0.1947461964994E-03   0.7224501977612E-01
   362   0.62057143E+03   0.7243909744325E-01   0.1942398832881E-03   0.7224485755996E-01
   363   0.62228571E+03   0.7243830420644E-01   0.1937362660168E-03   0.7224456794043E-01
   364   0.62400000E+03   0.7243738688852E-01   0.1932353230099E-03   0.7224415156551E-01
   365   0.62571429E+03   0.7243634636372E-01   0.1927370328245E-03   0.7224360933089E-01
   366   0.62742857E+03   0.7243518374655E-01   0.1922414358966E-03   0.7224294231066E-01
   367   0.62914286E+03   0.7243389920748E-01   0.1917483864115E-03   0.7224215082107E-01
   368   0.63085714E+03   0.7243249308631E-01   0.1912579268234E-03   0.7224123515948E-01
   369   0.63257143E+03   0.7243096609881E-01   0.1907700332493E-03   0.7224019606556E-01
   370   0.63428571E+03   0.7242931871599E-01   0.1902846920143E-03   0.7223903402398E-01
   371   0.63600000E+03   0.7242755155759E-01   0.1898019180307E-03   0.7223774963956E-01
   372   0.63771429E+03   0.7242566455822E-01   0.1893216137963E-03   0.7223634294443E-01
   373   0.63942857E+03   0.7242365765751E-01   0.1888437989161E-03   0.7223481385859E-01
   374   0.64114286E+03   0.7242153141273E-01   0.1883684920849E-03   0.7223316292065E-01
   375   0.64285714E+03   0.7241928595465E-01   0.1878955967412E-03   0.7223139035791E-01
   376   0.64457143E+03   0.7241690733334E-01   0.1874251329341E-03   0.7222948220041E-01
   377   0.64628571E+03   0.7241442362026E-01   0.1869570817836E-03   0.7222746653848E-01
   378   0.64800000E+03   0.7241182040808E-01   0.1864914246060E-03   0.7222532898348E-01
   379   0.64971429E+03   0.7240909793194E-01   0.1860282039222E-03   0.7222306972802E-01
   380   0.65142857E+03   0.7240625610889E-01   0.1855672779473E-03   0.7222068883094E-01
   381   0.65314286E+03   0.7240329477418E-01   0.1851086910781E-03   0.7221818608310E-01
   382   0.65485714E+03   0.7240021386269E-01   0.1846524253884E-03   0.7221556143730E-01
   383   0.65657143E+03   0.7239701284732E-01   0.1841984631358E-03   0.7221281438418E-01
   384   0.65828571E+03   0.7239369155024E-01   0.1837467867593E-03   0.7220994476348E-01
   385   0.66000000E+03   0.7239024988854E-01   0.1832974161548E-03   0.7220695247239E-01
   386   0.66171429E+03   0.7238668773271E-01   0.1828502586792E-03   0.7220383747403E-01
   387   0.66342857E+03   0.7238300445347E-01   0.1824053354813E-03   0.7220059911798E-01
   388   0.66514286E+03   0.7237919975679E-01   0.1819626669763E-03   0.7219723708981E-01
   389   0.66685714E+03   0.7237527318240E-01   0.1815221610520E-03   0.7219375102135E-01
   390   0.66857143E+03   0.7237122448592E-01   0.1810838393555E-03   0.7219014064657E-01
   391   0.67028571E+03   0.7236705361944E-01   0.1806476855308E-03   0.7218640593391E-01
   392   0.67200000E+03   0.7236274580783E-01   0.1802136833856E-03   0.7218253212444E-01
   393   0.67371429E+03   0.7235832863711E-01   0.1797818768518E-03   0.7217854676026E-01
   394   0.67542857E+03   0.7235378775447E-01   0.1793521255007E-03   0.7217443562897E-01
   395   0.67714286E+03   0.7234912279340E-01   0.1789244814648E-03   0.7217019831193E-01
   396   0.67885714E+03   0.7234433295544E-01   0.1784989259662E-03   0.7216583402948E-01
   397   0.68057143E+03   0.7233941802218E-01   0.1780754436004E-03   0.7216134257858E-01
   398   0.68228571E+03   0.7233437767593E-01   0.1776540191148E-03   0.7215672365681E-01
   399   0.68400000E+03   0.7232921140511E-01   0.1772346743144E-03   0.7215197673080E-01
   400   0.68571429E+03   0.7232391877542E-01   0.1768173195880E-03   0.7214710145583E-01
   401   0.68742857E+03   0.7231849904208E-01   0.1764019778952E-03   0.7214209706419E-01
   402   0.68914286E+03   0.7231295211135E-01   0.1759886716171E-03   0.7213696343973E-01
   403   0.69085714E+03   0.7230727717395E-01   0.1755773113051E-03   0.7213169986265E-01
   404   0.69257143E+03   0.7230147379551E-01   0.1751679204800E-03   0.7212630587503E-01
   405   0.69428571E+03   0.7229554166660E-01   0.1747604849006E-03   0.7212078118170E-01
   406   0.69600000E+03   0.7228948031134E-01   0.1743549904632E-03   0.7211512532088E-01
   407   0.69771429E+03   0.7228328899216E-01   0.1739514232004E-03   0.7210933756896E-01
   408   0.69942857E+03   0.7227696734245E-01   0.1735498279149E-03   0.7210341751454E-01
   409   0.70114286E+03   0.7227051484280E-01   0.1731500723276E-03   0.7209736477047E-01
   410   0.70285714E+03   0.7226393166980E-01   0.1727522028405E-03   0.7209117946696E-01
   411   0.70457143E+03   0.7225721615285E-01   0.1723562060132E-03   0.7208485994684E-01
   412   0.70628571E+03   0.7225036842803E-01   0.1719620685333E-03   0.7207840635950E-01
   413   0.70800000E+03   0.7224338787311E-01   0.1715697772151E-03   0.7207181809589E-01
   414   0.70971429E+03   0.7223627385245E-01   0.1711793553573E-03   0.7206509449710E-01
   415   0.71142857E+03   0.7222902512394E-01   0.1707907165049E-03   0.7205823440744E-01
   416   0.71314286E+03   0.7222164110986E-01   0.1704038850181E-03   0.7205123722485E-01
   417   0.71485714E+03   0.7221411981238E-01   0.1700188482020E-03   0.7204410096418E-01
   418   0.71657143E+03   0.7220645788954E-01   0.1696356293183E-03   0.7203682226022E-01
   419   0.71828571E+03   0.7219862554650E-01   0.1692541434534E-03   0.7202937140305E-01
   420   0.72000000E+03   0.7219064405911E-01   0.1688744149006E-03   0.7202176964421E-01
   421   0.72171429E+03   0.7218233389680E-01   0.1684964314334E-03   0.7201383746537E-01
   422   0.72342857E+03   0.7217569412478E-01   0.1681201809385E-03   0.7200757394384E-01
   423   0.72514286E+03   0.7216652564807E-01   0.1677456514153E-03   0.7199877999666E-01
   424   0.72685714E+03   0.7215796273535E-01   0.1673728881297E-03   0.7199058984722E-01
   425   0.72857143E+03   0.7214932896162E-01   0.1670017637641E-03   0.7198232719785E-01
   426   0.73028571E+03   0.7214057838845E-01   0.1666323250556E-03   0.7197394606339E-01
   427   0.73200000E+03   0.7213169936492E-01   0.1662645604399E-03   0.7196543480448E-01
   428   0.73371429E+03   0.7212268793157E-01   0.1658984584587E-03   0.7195678947311E-01
   429   0.73542857E+03   0.7211354173683E-01   0.1655340077583E-03   0.7194800772907E-01
   430   0.73714286E+03   0.7210425977167E-01   0.1651712327953E-03   0.7193908853887E-01
   431   0.73885714E+03   0.7209484143245E-01   0.1648100502544E-03   0.7193003138219E-01
   432   0.74057143E+03   0.7208528608652E-01   0.1644504855667E-03   0.7192083560095E-01
   433   0.74228571E+03   0.7207559311404E-01   0.1640925277862E-03   0.7191150058625E-01
   434   0.74400000E+03   0.7206576276191E-01   0.1637362014250E-03   0.7190202656048E-01
   435   0.74571429E+03   0.7205579439591E-01   0.1633814242731E-03   0.7189241297163E-01
   436   0.74742857E+03   0.7204568787051E-01   0.1630282217945E-03   0.7188265964871E-01
   437   0.74914286E+03   0.7203544327826E-01   0.1626765834321E-03   0.7187276669483E-01
   438   0.75085714E+03   0.7202506033012E-01   0.1623264987233E-03   0.7186273383139E-01
   439   0.75257143E+03   0.7201453876313E-01   0.1619779572992E-03   0.7185256080583E-01
   440   0.75428571E+03   0.7200387869238E-01   0.1616309488834E-03   0.7184224774350E-01
   441   0.75600000E+03   0.7199308021832E-01   0.1612855189213E-03   0.7183179469939E-01
   442   0.75771429E+03   0.7198214288746E-01   0.1609415400184E-03   0.7182120134744E-01
   443   0.75942857E+03   0.7197106734136E-01   0.1605990687155E-03   0.7181046827264E-01
   444   0.76114286E+03   0.7195985250813E-01   0.1602580902427E-03   0.7179959441789E-01
   445   0.76285714E+03   0.7194849965170E-01   0.1599185947705E-03   0.7178858105693E-01
   446   0.76457143E+03   0.7193700765402E-01   0.1595805725559E-03   0.7177742708147E-01
   447   0.76628571E+03   0.7192537735629E-01   0.1592440489556E-03   0.7176613330734E-01
   448   0.76800000E+03   0.7191359447005E-01   0.1589089436559E-03   0.7175468552640E-01
   449   0.76971429E+03   0.7190168700308E-01   0.1585752829091E-03   0.7174311172017E-01
   450   0.77142857E+03   0.7188964133238E-01   0.1582430573086E-03   0.7173139827507E-01
   451   0.77314286E+03   0.7187745729835E-01   0.1579122923673E-03   0.7171954500598E-01
   452   0.77485714E+03   0.7186513504875E-01   0.1575829084637E-03   0.7170755214029E-01
   453   0.77657143E+03   0.7185267493854E-01   0.1572549319887E-03   0.7169542000655E-01
   454   0.77828571E+03   0.7184007694789E-01   0.1569283538580E-03   0.7168314859403E-01
   455   0.78000000E+03   0.7182734099042E-01   0.1566031650654E-03   0.7167073782536E-01
   456   0.78171429E+03   0.7181446798808E-01   0.1562793566825E-03   0.7165818863140E-01
   457   0.78342857E+03   0.7180145707675E-01   0.1559569198575E-03   0.7164550015689E-01
   458   0.78514286E+03   0.7178830949543E-01   0.1556359010681E-03   0.7163267359436E-01
   459   0.78685714E+03   0.7177502454019E-01   0.1553161800079E-03   0.7161970836018E-01
   460   0.78857143E+03   0.7176160299465E-01   0.1549978044238E-03   0.7160660519023E-01
   461   0.79028571E+03   0.7174804492955E-01   0.1546807657624E-03   0.7159336416379E-01
   462   0.79200000E+03   0.7173435029946E-01   0.1543650555429E-03   0.7157998524391E-01
   463   0.79371429E+03   0.7172051994070E-01   0.1540506653567E-03   0.7156646927534E-01
   464   0.79542857E+03   0.7170655382999E-01   0.1537375868659E-03   0.7155281624312E-01
   465   0.79714286E+03   0.7169243814424E-01   0.1534258461445E-03   0.7153901229809E-01
   466   0.79885714E+03   0.7167820164978E-01   0.1531153656405E-03   0.7152508628413E-01
   467   0.80057143E+03   0.7166382992830E-01   0.1528061722515E-03   0.7151102375605E-01
   468   0.80228571E+03   0.7164932371819E-01   0.1524982579171E-03   0.7149682546028E-01
   469   0.80400000E+03   0.7163468302177E-01   0.1521916146440E-03   0.7148249140713E-01
   470   0.80571429E+03   0.7161990868478E-01   0.1518862681683E-03   0.7146802241661E-01
   471   0.80742857E+03   0.7160500074191E-01   0.1515821426516E-03   0.7145341859926E-01
   472   0.80914286E+03   0.7158995942344E-01   0.1512792646273E-03   0.7143868015881E-01
   473   0.81085714E+03   0.7157478566967E-01   0.1509776263650E-03   0.7142380804330E-01
   474   0.81257143E+03   0.7155947904074E-01   0.1506772201985E-03   0.7140880182054E-01
   475   0.81428571E+03   0.7154404043810E-01   0.1503780385248E-03   0.7139366239958E-01
   476   0.81600000E+03   0.7152846996653E-01   0.1500800738038E-03   0.7137838989273E-01
   477   0.81771429E+03   0.7151276839429E-01   0.1497833723961E-03   0.7136298502189E-01
   478   0.81942857E+03   0.7149693586251E-01   0.1494878181789E-03   0.7134744804433E-01
   479   0.82114286E+03   0.7148097260677E-01   0.1491934586832E-03   0.7133177914809E-01
   480   0.82285714E+03   0.7146487978511E-01   0.1489002866130E-03   0.7131597949850E-01
   481   0.82457143E+03   0.7144865699266E-01   0.1486082947319E-03   0.7130004869792E-01
   482   0.82628571E+03   0.7143230509007E-01   0.1483174758625E-03   0.7128398761420E-01
   483   0.82800000E+03   0.7141582429018E-01   0.1480278228858E-03   0.7126779646730E-01
   484   0.82971429E+03   0.7139921539478E-01   0.1477393624787E-03   0.7125147603230E-01
   485   0.83142857E+03   0.7138247864179E-01   0.1474520195260E-03   0.7123502662226E-01
   486   0.83314286E+03   0.7136561466862E-01   0.1471658214649E-03   0.7121844884715E-01
   487   0.83485714E+03   0.7134862353066E-01   0.1468807614037E-03   0.7120174276926E-01
   488   0.83657143E+03   0.7133150615624E-01   0.1465968325062E-03   0.7118490932374E-01
   489   0.83828571E+03   0.7131426291179E-01   0.1463140612435E-03   0.7116794885055E-01
   490   0.84000000E+03   0.7129689407227E-01   0.1460323737641E-03   0.7115086169851E-01
   491   0.84171429E+03   0.7127940066142E-01   0.1457517972786E-03   0.7113364886414E-01
   492   0.84342857E+03   0.7126178267515E-01   0.1454723251670E-03   0.7111631034998E-01
   493   0.84514286E+03   0.7124420033414E-01   0.1451939508620E-03   0.7109900638328E-01
   494   0.84685714E+03   0.7122633355976E-01   0.1449166678486E-03   0.7108141689191E-01
   495   0.84857143E+03   0.7120832228831E-01   0.1446404696636E-03   0.7106368181864E-01
   496   0.85028571E+03   0.7119021037837E-01   0.1443653498947E-03   0.7104584502848E-01
   497   0.85200000E+03   0.7117197727123E-01   0.1440913548075E-03   0.7102788591642E-01
   498   0.85371429E+03   0.7115362247544E-01   0.1438183718709E-03   0.7100980410357E-01
   499   0.85542857E+03   0.7113514702791E-01   0.1435464484337E-03   0.7099160057948E-01
